miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39
hsa-miR-548s	0	0	0	0.552142	0	0	0	0.1887	0.728296	0	0	0	0.291975	0.201267	0	0	0	0	0.234553	0	0.175709	0	0	0	0.46401	0	0	0.136143	0.407894	0.317422	0.237683	0.261475	0.373616	0	0	0.56836	0.393754	0.819633	0.30093	0	0	0	0.106837	0	0	0	0	0	0.183551	0.52602	0	0	0	0	0	0	0	0	0	0.451982	0.157266	0	0.314946	0	0.187291	0	0	0.451046	0.231477	0	0.185885	0	0	0.333074	0	0	0	0
hsa-miR-548t-5p	0	0.590919	0.205062	0.276071	0	0	0.425468	0	0.364148	0.60056	0.66962	0	0	0.402535	0	0.14701	0.258479	0	0.234553	0	0.175709	0	0	0.433158	0	0	0	0	0	0	0.237683	0.261475	0	0	0.267072	0.28418	0	0.273211	0	0	0	0	0	0	0.20494	0	0.164151	0	0.550653	0	0	0	0	0	0	0.099869	0	0	0	0	0	0	0	0.191338	0.187291	0	0	0	0	0	0	0	0	0	0	0	0.203249	0
hsa-miR-548u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548v	0.361036	0	0	0.276071	0	0.883496	0.425468	0	7.282956	1.801681	1.674051	1.074096	0.291975	1.610139	1.4788	0.29402	0.258479	0	0.938212	0	1.054252	0.645912	0.770237	0.649738	0.77335	0.18659	0.349564	0	0.407894	0.952266	0	0.52295	1.120848	0.238121	0.534144	6.820323	0.196877	0.546422	0.90279	0.313002	0.149726	0.520623	0.106837	0.670048	0.40988	0.125326	0.492453	0.608087	0.367102	0.17534	0.192383	0	0	0.13155	0.376265	0.099869	0.281904	0	0	0.225991	0.629065	1.482259	0.787365	0.382676	0.561873	0.203228	0	0.225523	1.157385	0	0	0	0.134154	0.999221	0	0.395146	0.406497	0
hsa-miR-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548y	0.180518	0	0	0.552141	0	0	0	0	4.005626	0	1.674052	0	0	1.408871	1.77456	0	0	0.340984	0	0	0	0	0.770236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157473	0	0	0	0	0	0	0	0	0	0	0	0.175771	0	0	0
hsa-miR-549a	0.180518	0	0	0	0	0	0.212734	0.3774	0	0	0.33481	0	0	0	0.29576	0.14701	0	0.340984	0	0.628343	0	0	0.385118	0.216579	0	0	0.699128	0.136143	0	1.587109	0	0.261475	0	0.238121	0	0	0	0.546422	0	0	0.149726	0.520623	0.106837	0.502536	0	0	0	0	0.183551	0	0	0	0	0	0.376266	0	0	0	0	0	0.157266	0	0	0	0.187291	0	0.154242	0	0	0	0	0	0	0.166537	0	0	0.203249	0
hsa-miR-551a	0	2.75762	0.820248	0.552141	0.612164	0	2.12734	1.886996	0.728296	0	6.361397	0.537047	0.291975	1.408871	0.88728	0.58804	1.292393	0.340984	1.876427	0.209448	0	0.430608	0.385118	1.949213	3.0934	0.37318	1.048692	0	2.855259	0	1.188415	0.52295	0	0.476242	0	8.525406	1.378139	11.201648	1.203719	0.469503	0.299452	0	0.427348	0.502536	0.40988	0.125326	0.328302	0.91213	0.183551	0	0.577148	0.835408	0.819587	0.2631	0.188133	0.099869	0.563808	0	0.201606	0.451982	0.157266	0.211751	0.157473	0.191338	0.749166	1.422596	0.154242	0.225523	0	0.483944	0.557655	0.664941	0.67077	0.666147	0.351541	0.987865	0.406498	0.106526
hsa-miR-551b-3p	0.361036	0.590918	0.410124	7.453907	0.306082	1.766994	2.340074	0.754798	1.092443	7.206725	2.343673	0.537048	0.875924	0.402535	0.59152	1.02907	1.033914	1.022953	0.078184	0.209448	0.175709	0.645913	0.385118	0.216579	0.30934	0.55977	0.349564	0.680717	0.407894	0	0.713049	0.52295	0	2.381209	17.626746	0.28418	1.181262	0	0.752324	1.721512	1.497259	0	0.641021	0.335024	1.229641	0.751956	0	0.608087	0.734204	0.8767	1.346678	0.208852	0.819587	1.44705	0.564398	0.399477	0.281904	0.461004	0	0	2.358996	0.211751	0.944839	1.148025	0.936457	0.812911	0.308484	0.451046	0.462954	0	0.37177	1.108236	1.878157	0.99922	0.175771	1.580584	0.609746	0.532631
hsa-miR-551b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183551	0	0.384765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-552-3p	0.180518	22.651872	0.615186	1.380353	0.612164	0.441748	0	0	3.641479	0	32.141798	0	13.430838	6.239289	0	2.058141	1.033914	0.170492	0.156368	0.837792	0	7.105038	2.310711	1.732635	0	3.91839	0	0.272286	0	3.491639	0.475366	0	0	14.287256	0	0.56836	5.512557	34.697786	7.523241	3.756026	0.149726	0.520623	0.641021	0	0.40988	0.877282	2.298112	6.536933	2.019061	2.27942	0.384766	0.208852	2.048967	1.18395	0.564398	1.2983	5.638082	4.149039	1.411244	2.033919	2.358996	2.117512	1.417257	1.722039	0.561873	0.203228	0	0.451046	1.620339	0.967888	4.647123	1.773177	0.268308	0.333074	0.527312	0.197573	1.219493	1.384842
hsa-miR-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-3p	0.361036	0.196973	0	0.276071	0.918245	0.441748	0	1.132198	0.364148	0	1.004431	0.268524	0	0.201267	0	0.14701	0.516958	0.170492	0.625474	0.209448	0.351418	0.215304	0	0.866317	1.08269	0.37318	0	0	0.407894	0	0.237683	0	0	0	0	1.705081	0.590631	0.273211	0.30093	0	0	0	0	0	0.20494	0	0	0.304044	0.183551	0	0	0.208852	0	0.13155	0	0.199738	0	0.153668	0	0	0	0.211751	0	0	0	0	0	0.451046	0	0.967889	0.185885	0	0	0.166537	0	0.592719	0.406497	0
hsa-miR-556-5p	0.541554	0.984864	0.410124	0	0.306082	0.441749	0	0.377399	0.364148	0	0.33481	0	0	0.402534	0.88728	0.29402	0	0	1.250951	0	0.351417	0.430608	0	0	0.30934	0.18659	0	0.136143	0.407894	1.269687	0.237683	0.261475	0	0.238121	0.267072	0.56836	0.590631	0.273211	0.752324	0	0	0	0	0	0	0	0.164151	0	0.183551	0.17534	0	0.417704	0	0	0	0.099869	0	0.307336	0	0.225991	0	0	0.157473	0	0	0	0.154242	0	0	0	0	0	0.134154	0	0.351541	0	0	0
hsa-miR-559	0	0.196973	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0	0	0.078184	0	0	0	0.385118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-561-3p	0	0	0	0	0	0	0	0	0.364148	0.30028	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-564	0	0	0	0	0	0	0	0.1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-570-3p	0.541554	0	0.205062	0	1.224327	1.325246	0	0.1887	0.364148	0.90084	2.008862	0	0	0.201267	0.29576	0	0	0.681969	0	0	0.175709	0	0.385118	0	0.15467	0	0.349564	0.136143	0	0	0.475366	0	0	0	0.801216	0.28418	0.196877	0	0.30093	0.156501	0.149726	0	0	0.335024	0.20494	0	0	0	0	0.17534	0	0	0	0	0	0.099869	0	0	0	0	0	0	0.157473	0	0	0.203228	0.154242	0.676568	0	0	0	0	0.134154	0.166537	0	0	0	0
hsa-miR-571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-572	0	0	0	0	0	0	0	0	0	0.30028	0	0	0	0	0	0	0.258479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273211	0	0	0	0	0.213674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221647	0	0	0	0	0	0
hsa-miR-573	0	0	0	0.276071	0	0.441749	0.212734	0	0	0.30028	0	0	0.291975	0	0	0	0	0	0.078184	0	0	0	1.155354	0	0.15467	0	0	0	0	0	0	0	0	0	0.267072	0.28418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-574-3p	208.859317	49.637147	94.738661	50.79699	57.849433	140.917772	31.697372	89.066183	86.667168	68.463884	110.822244	71.427287	46.132006	61.185294	64.771437	50.571479	39.288741	252.157919	82.01552	71.002809	55.52389	67.605522	107.062915	59.342746	71.302869	65.493078	28.31468	93.122114	58.736767	50.470054	24.481363	49.941757	107.601404	56.196538	77.450853	29.83892	38.391026	120.486011	80.799595	74.181525	42.821608	70.804789	32.585211	31.15721	55.333844	43.864117	45.469767	51.991408	43.501581	36.821401	38.668897	31.327823	29.914912	22.495056	19.753924	26.165777	75.268407	48.405463	39.514863	32.542704	38.844814	40.444492	52.438549	57.018587	50.194108	55.887664	25.295693	19.394959	33.332685	31.456387	30.671005	30.587309	26.294201	46.463712	37.087586	44.05879	32.316521	17.576848
hsa-miR-574-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-576-5p	7.581756	6.500104	4.921488	6.073553	4.591225	7.730599	8.083894	3.207893	6.918808	9.308687	22.767108	1.879665	1.459874	8.050697	4.4364	4.851333	6.461964	15.68528	11.33675	5.236195	5.095548	3.014258	15.404736	4.764746	7.88817	6.71724	6.292151	2.586725	4.89473	6.665857	4.753663	2.614751	0.747232	5.476782	18.695034	6.536145	8.465714	43.440534	5.717662	8.764062	4.192325	2.603116	7.371737	6.030428	2.254341	4.386411	5.581127	3.192455	6.791387	7.53962	3.270504	4.385896	4.507727	2.631	2.445724	2.696473	3.382849	2.766027	6.048194	2.711892	4.403461	5.082029	7.873656	6.122802	4.682286	4.267786	1.850904	4.735979	5.555448	5.323388	6.320086	4.876238	2.548927	3.663805	3.866953	3.161168	6.300705	2.237055
hsa-miR-577	2.166216	0.196973	0	1.380353	1.836491	35.119006	1.914606	0	1.456591	30.928859	6.026587	0.537047	0.58395	0.402535	1.77456	0.88206	8.529792	0.170492	3.049195	1.466135	0.527126	0	0.770237	0.216579	0.77335	0.37318	0	0	0	0	1.188415	0	3.73616	5.476781	13.887739	0.28418	0.984385	3.551741	1.354184	0.156501	0.149726	0	0	0.335024	0.20494	0.250652	0	0	0	1.05204	0.384766	0	0.136598	0.2631	0	0	0	0.153668	0.806425	0.451982	0	0	0.157473	0.191338	0.187291	0	0.154242	0.676569	0	0	0.185885	0	0	0.666147	0.175771	0	0.203249	0.106526
hsa-miR-578	0	0	0.410124	0.828212	0	0	0	0	2.549035	0.30028	0	0	0	0.201267	0.29576	0	0	0.340984	0.234553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267072	0.28418	0	0.273211	0	0	0.149726	0	0	0	0	0.125326	0	0	0	0	0	0	0	0	0	0	0	0	0.201606	0	0	0	0	0.191338	0.374582	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-579-3p	0	0	0	0	0	0.441748	0	0	0.364148	0	0.33481	0	0	0	0	0	0	0.170492	0.078184	0	0.175709	0	0	0.216579	0	0	0	0.272286	0	0.317422	0	0	0	0	0	0.28418	0	0.273211	0.30093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201606	0	0	0.211751	0	0	0	0	0	0	0.231477	0	0	0	0.134154	0.166537	0	0	0	0
hsa-miR-580-3p	0.361036	0	0.205062	0	0	2.429617	0.425468	1.698296	1.092443	0.90084	2.343672	0.268524	0	0.201267	0.59152	0.73505	0.258479	0.340984	0.390922	0.209448	1.22996	0.430608	0	0.216579	0	0.18659	0.349564	0.136143	0.815788	0	0.237683	0	0	0	5.074367	0.56836	0.590631	1.639266	0.451394	0.156501	0.149726	0	0	0.502536	0	0.375978	0	0.304044	0.734204	0.52602	0	0.208852	0.273196	0	0.564398	0.199738	0	0	0	0	0.629065	0.635254	0.314946	0.191338	0	0	0	0	0	0.483944	0.185885	0.664941	0.402462	0.166537	0	0.197573	0.812995	0.213053
hsa-miR-581	0.722072	0.196973	0.205062	0.276071	0	0.220874	0	0	0	0.30028	0	0	0	0.201267	0.29576	0.14701	0	0.170492	0.703659	0.209448	0.175709	0.215304	0	0.216579	0.30934	0.18659	0	0	0.815788	1.269687	0	0	0	0	0	0	0.590631	0.273211	0.150465	0.156501	0	0	0.106837	0	0.20494	0	0.164151	0	0.183551	0.17534	0	0	0.273196	0.13155	0	0	0.281904	0.153668	0	0	0.157266	0.211751	0.314946	0.191338	0.187291	0	0.154242	0	0	0.483944	0.185885	0.221647	0	0	0.175771	0.197573	0.203249	0.319579
hsa-miR-582-3p	125.09897	91.198409	71.361589	412.725531	45.300088	164.772191	152.104841	45.66529	1435.470469	224.309301	133.589351	94.251797	114.45409	288.214945	115.642155	106.141303	444.066149	176.80038	31.273791	41.889563	664.178168	74.925863	250.326965	111.321795	151.576598	240.327877	139.825576	130.016988	163.157688	1508.705451	48.249679	55.432732	56.78963	108.106898	678.095566	1388.788636	164.589219	384.407746	103.820708	295.004592	157.811105	179.094468	143.268085	147.410454	280.768025	149.012673	227.677135	196.259965	140.416492	156.052604	161.601363	183.998748	141.105493	185.617108	169.319339	130.828887	327.008811	90.203194	139.108441	227.120955	139.80988	182.953093	186.13323	276.100071	179.799791	118.481847	179.69197	182.89897	277.772377	345.052368	239.605599	157.812785	129.727001	315.919933	194.050698	190.065277	227.028646	79.894768
hsa-miR-582-5p	5.054504	4.13643	3.07593	12.423178	3.060817	7.509725	6.594754	3.585295	50.61654	16.515408	7.031018	3.490809	6.423445	10.465905	5.02792	4.851333	15.508715	10.741007	0.781843	2.09448	30.221866	4.09078	15.019617	8.879752	6.96015	11.008809	5.593024	8.849323	7.342095	104.114323	4.753662	2.876226	3.362544	12.620409	36.054709	75.023571	6.300064	11.201649	8.275566	14.398103	8.384652	6.247481	6.623881	6.700476	13.935929	4.010432	7.058485	10.79354	6.057183	5.08486	5.386714	5.430155	9.698442	3.81495	5.079583	3.395558	10.712358	4.763712	7.661044	12.429505	7.548788	9.952309	10.07828	11.097579	6.929781	7.519431	4.781502	9.697481	9.953511	7.743108	7.807166	9.974122	5.902778	14.488686	8.612758	11.459236	8.129944	5.326319
hsa-miR-584-5p	13.899886	31.121705	19.070769	20.153153	26.629104	71.784132	45.525085	15.284664	19.299831	28.826898	115.844401	29.000553	10.803064	83.52598	28.984479	17.935233	30.241992	17.390202	9.225769	24.714841	7.379759	18.085553	5.776776	38.551127	11.75492	55.603809	20.624273	141.044605	15.907874	9.522652	8.794277	15.427035	23.164191	77.627421	58.488747	12.503928	13.97827	15.573021	19.109029	78.87656	30.544084	36.964264	60.683276	67.674799	34.225006	57.524657	86.343311	55.335884	102.05434	116.250423	65.217693	74.56022	61.332397	70.905472	34.428265	46.73887	59.763679	41.336728	72.981531	22.5991	39.945679	38.75048	130.545218	68.307502	49.257649	36.987473	24.370241	23.45437	32.406778	38.231609	61.527893	49.870614	46.28316	78.605277	62.92586	45.441802	67.88502	24.394535
hsa-miR-585-3p	0	0	0.205062	0.276071	0	0	0.212734	0	0.364148	0.30028	0	0.268524	0	0.603802	0.29576	0	0	0.170492	0.078184	0	0	0	0.770237	0.433158	0	0.37318	0	0.136143	0	0.317422	0	0	0	0	0.267072	0	0	0	0	0.156501	0.149726	1.041247	0.427348	0.335024	0.20494	0.250652	0	0.304044	0.183551	0.17534	0	0	0.136598	0.13155	0	0.299607	0	0.153668	0.403212	0	0	0	0.472419	0.382676	0.374582	0	0	0	0	0.483944	0.185885	0.221647	0.134154	0	0	0	0.203249	0.319579
hsa-miR-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-587	0	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-589-3p	3.61036	1.181838	0.410124	0.828212	0.612164	2.208742	1.489138	2.641794	4.369774	2.402242	1.004431	0.537047	0.291975	1.207603	0.29576	0.44103	0.516958	1.193444	2.65827	0.418896	0.702836	0.861216	2.310709	0.216579	0.77335	1.30613	0.699128	0.544573	1.223682	0.317422	0.475366	1.830326	0.747232	0.714363	1.869504	2.557621	0.393754	1.366055	0.30093	0.782505	0	0.520623	0.320511	0.335024	1.63952	0.501304	0.492453	0.608087	1.101306	0.17534	0.192383	0.208852	0.409794	0.39465	0.188133	0.099869	0.281904	0.307336	0.604818	0.225991	0.786331	0.423502	0	0.382675	0.561874	0.609684	0.154242	1.127615	0	0.483944	0.37177	0.664941	0.134154	0.666147	0.351542	0.197573	0.203249	0.319578
hsa-miR-589-5p	89.536925	117.198819	49.830074	91.379364	71.010945	95.417677	65.096618	172.093981	152.942059	191.879041	113.165916	36.519214	76.497378	119.955383	117.120954	68.065684	73.149429	63.082102	109.223719	68.908331	64.660732	75.571777	98.205193	63.024596	71.921549	75.568936	46.492003	68.888582	128.078786	75.228949	76.058606	73.213046	57.163246	81.437355	157.572423	212.566789	122.063775	162.8337	77.037974	43.037805	35.335314	36.443642	36.751844	50.92361	45.701657	31.080861	44.484862	44.238303	65.711247	38.750141	30.011681	43.441249	20.216469	17.759255	20.694586	20.373353	47.923705	23.357557	42.135745	43.390272	38.215748	50.608552	44.722366	42.094259	26.408094	24.997028	29.305987	86.826267	37.267795	56.137553	28.254501	56.076734	40.916997	44.465273	46.579197	34.575285	51.625136	27.483801
hsa-miR-590-3p	0.722072	2.757619	0.820248	2.484636	2.448654	3.533987	2.552808	6.415785	3.641479	9.608966	5.356967	2.416714	5.54752	4.025348	5.61944	1.17608	3.360222	13.980357	3.909224	3.77006	6.325508	1.937738	5.391657	5.414483	2.78406	5.037929	4.893895	5.17345	1.631577	12.69687	4.278296	2.0918	3.362544	6.191145	6.409726	11.083028	3.740664	15.573022	2.256973	4.538532	3.443697	2.082493	2.136736	1.172584	2.049401	1.754564	3.611317	4.104585	0.734204	4.90952	3.270504	1.879669	3.414944	2.894101	1.316928	3.795035	2.537137	0.76834	2.822489	3.389865	1.72993	1.270507	1.889677	3.061401	2.434789	1.219368	2.31363	2.706274	2.546247	0.967888	5.576547	5.541178	2.95139	3.164195	3.515411	3.358741	3.455226	1.171789
hsa-miR-590-5p	4.51295	3.939456	6.151861	7.729976	3.979062	19.436933	4.467415	12.83157	26.218639	11.110367	12.053174	5.101949	7.883317	11.67351	7.98552	1.911132	5.428049	6.478702	4.456514	2.93227	8.961134	3.660172	13.479144	5.631064	9.2802	6.157469	4.544331	5.445737	7.342096	6.665856	2.139148	4.968028	4.109776	5.953023	10.949948	19.608433	7.678205	51.09044	4.213014	5.321038	1.796711	3.123741	2.243572	2.847702	5.533384	3.634455	5.252825	3.496498	3.487469	4.03282	3.270504	3.341634	2.595358	1.44705	0.75253	2.896212	6.483795	2.305022	1.612851	3.615856	5.032527	1.482259	4.56672	6.888153	2.434789	1.829051	2.005146	4.284934	3.472155	3.871555	4.461237	8.200945	4.561239	4.329952	5.976199	1.97573	4.26822	2.876212
hsa-miR-592	1.263626	0.196973	3.691116	5.245341	0	1.766994	0.425468	1.509597	0.728296	1.201121	2.678484	1.611142	1.751848	0.402535	3.84488	0.44103	0.516958	2.38689	0.390922	8.58736	3.68988	0.861216	10.783315	0.216579	1.85604	1.11954	0	0.680716	0.407894	1.904531	2.852198	0.784425	1.120848	0.238121	1.068288	0	2.362525	1.092844	1.053254	2.191016	0.598904	0.520623	1.602552	0.670048	0.40988	0.250652	0	0.304043	0.550653	0.17534	0	0	0	0.13155	0	0	0.563808	0.768341	0.403213	0	2.20173	0	0.944838	0.191338	0	0.406456	1.54242	0.902092	0.231477	1.935778	0.185885	1.108236	1.475695	0.832683	1.581935	0	0.406497	0.532632
hsa-miR-593-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-597-5p	0	0	0	0	0	0	0	0.1887	0	0.30028	0	0	0	0	0	0	0	0	0.078184	0	0	0	0	0	0	0	0	0	0	0.634843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-598-3p	10.650562	5.515239	16.815086	8.282117	17.446656	9.718467	9.9985	7.736682	6.190513	10.509806	29.128504	9.129804	14.014787	15.900126	12.42192	10.290708	10.597622	11.934451	5.160175	14.033004	13.353847	14.640686	8.472604	10.612389	6.96015	23.323746	26.566859	6.67103	14.684192	9.20523	11.884158	7.059829	96.019309	30.7176	9.881661	3.694342	10.237607	3.00532	10.833466	86.701615	33.089425	33.319901	22.542555	29.482092	38.528751	18.172277	43.828259	41.805957	30.102359	26.125661	43.670845	32.372084	15.572145	13.418104	12.040486	20.073745	34.67421	19.054848	33.869881	38.644461	38.215748	38.326979	39.210807	47.45171	26.969968	29.264814	23.290547	24.356461	56.017429	35.327942	31.042774	36.128489	42.392692	38.636491	40.251459	29.83353	35.771747	21.62485
hsa-miR-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125326	0	0	0	0	0	0	0	0	0	0.099869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-602	0.180518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
