miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-658	0.364841	1.355418	0.646332	1.34787	0.109589	0.512968	0	0	0.240786	0	0.795555	0	0.476388	1.747851	0	0	0	0	0.561397	0.288301	0	0	0.30461	0	0	0	0	0	0.472679	1.180834	0.853246	0.790311	0	0.909391	0.511461	0.153326	0.497679	0	0.611143	1.074711	0	0.541173	0.285277	0	0	0	1.102918	0	0.317572	0	0	0	0.331064	0	0	0	0.296733	0	0	0	0	0	0	0.379025	0	0	0	0.236959	0	0	0	0.270178	0.21986	0	0.668745	0	0	0.337754	0	0.249309	0	0	0	0	0	0	0	0	0.275578	0	0.382488	0	0	0	0	0	0	0	0.509223	1.231216
hsa-miR-659-3p	0	0	0	0	0	0	0	0	0.240786	0	0.265185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497679	0.472441	0	0	0	0	0	0	0	0.878758	0	0	0	0.473589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-660-5p	36.848915	30.045144	97.380467	13.074351	43.287596	16.671413	21.602825	23.284046	17.095792	39.555924	26.253324	12.273048	12.862473	36.122244	18.753174	35.074143	32.192417	34.05445	19.087484	23.928997	33.652216	17.68108	32.288693	19.694116	26.855875	35.182405	46.256793	26.712515	25.997328	25.387933	31.5701	33.983365	26.825059	26.372339	31.710602	13.492684	12.939649	21.732301	19.556591	26.509558	52.455612	20.564563	71.604506	32.422205	32.425036	55.361742	34.558111	44.484664	23.97671	18.469958	20.70814	13.720709	21.188109	28.616383	19.836838	9.131654	21.36477	20.442704	18.619152	42.481395	14.283688	17.008443	33.700455	14.402952	24.004053	22.989354	14.518575	32.70036	26.106403	33.820912	10.746275	21.88445	12.532006	21.889095	13.374894	27.737779	27.567038	17.225464	23.904972	20.692676	16.180794	33.569942	38.205628	35.307354	36.936801	17.657941	21.878272	11.161289	13.778917	20.080596	14.917032	30.516484	29.373003	24.204977	39.102583	16.41049	22.002169	20.456075	12.221342	20.315068
hsa-miR-661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-662	0	0.225903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-663a	0	0	0.215444	0.269574	0	0	0.400052	0	0	0.832756	0.265185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308334	0.909391	0	0.153326	0	0.472441	0	0	0	0	0	1.473737	0.410443	0	0.367639	0	0.317572	0.473589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382488	0	0	0	0	0	0	0	0.509223	0
hsa-miR-663b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-3p	42.686367	233.809959	169.123155	19.948495	20.602704	16.799654	36.40476	40.680174	27.44958	29.562847	24.662212	122.229545	130.053881	20.974206	54.816971	35.639855	43.068234	34.05445	55.016865	27.965213	41.485061	67.693281	20.7135	101.946012	31.152815	59.846356	112.197327	25.127874	66.175018	28.340019	74.232399	33.983365	93.116873	49.107114	236.295138	50.750892	64.200569	132.756009	185.17647	40.122575	62.808694	25.97629	40.794601	36.843415	27.910157	96.663359	59.189956	20.971341	20.959771	58.251407	85.03555	44.820982	34.761743	40.196928	62.68441	95.882365	115.725835	51.917978	25.322046	36.870643	55.806037	29.276829	23.888929	48.136182	84.568125	76.987602	61.185423	24.169831	47.345509	38.310415	75.223925	26.747661	75.192037	44.872645	44.13715	48.804447	38.653782	46.610077	57.371933	41.63466	43.688143	43.550194	28.98358	23.764566	49.349989	55.437724	100.913524	26.122165	34.998451	26.69538	28.304113	57.28533	30.67847	35.940725	27.64148	20.786621	40.619388	51.280297	42.265472	46.17061
hsa-miR-664a-5p	8.391336	8.358423	5.816977	3.639252	8.328753	1.795385	2.800366	2.676328	4.09336	7.078428	5.568886	5.760817	25.248555	4.660935	8.655311	4.525696	5.220394	3.463164	10.10514	4.901119	6.382317	6.567258	6.396817	8.109343	0	5.803283	11.318152	3.848413	2.836072	3.542502	3.412984	6.322488	11.100024	14.550256	6.137536	7.359646	9.455899	15.590563	6.722577	4.657085	5.521643	4.329382	3.993877	3.929965	3.283547	7.030062	6.985148	3.81297	5.081156	8.524596	11.455566	0.914714	5.131495	6.125246	7.537999	16.551121	10.979119	7.13872	5.585745	4.007679	9.301007	6.970674	4.26588	6.0644	6.647274	6.415633	14.000056	4.265264	7.522183	7.183203	14.104486	4.322854	10.11355	3.283364	3.343724	4.564444	7.790684	4.728558	4.302894	4.986186	4.314879	6.804719	2.634871	4.752914	7.871778	8.623647	6.016524	3.324638	3.858096	8.740965	2.294928	5.889146	5.8746	3.178431	6.404733	1.641048	7.051978	7.285725	7.129117	6.156081
hsa-miR-665	0	0	0	0.404361	0.109589	0.256484	0	0.802898	0	0	0.265185	0	0.476388	0	0	0	0	0	0	0.576602	0	0.505174	0	0	1.074235	0	0	0.452754	0	0	0	0	0	0	0.511461	0.76663	0	0.472441	1.222286	0	1.38041	1.623518	0	0.491246	0.410443	0	0.367639	0	0.476358	0	0.881198	0.457357	0.165532	0.095707	0	0.570728	1.780398	0.648975	0	0	0	0.557654	0.426588	0.75805	0.738586	0	1.037042	0.947836	0	1.1972	0	1.350892	1.0993	1.094455	0	0	0.599284	0	0.478099	0	1.07872	0.907296	0	0	0.605522	0.41065	0.546957	0.237474	0.275578	0.236242	0.382488	0.535377	0.652733	0	0.674182	0.547016	0	0	0	0.615608
hsa-miR-668-3p	0	0	0	0	0	0	0	0	0.240786	0	0	0	0	0	0	0	0	0.577194	0	0.288301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611143	0	0	0	0	0	0	0	0.367639	0	0	0	0	0	0.331064	0	0	0.570728	0.890199	0	0	0	0	0	0	0	0.369293	0	0	0	0	0	0	0.540357	0	0	0.668745	0	0	0	0	0	0	0	0.658718	0.678988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-670-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-671-3p	4.378088	6.09939	4.093427	5.526271	4.82191	5.257909	4.400574	2.141062	3.130216	3.331025	2.651851	7.263641	7.145818	2.330468	0.961702	3.394272	4.350327	4.040358	5.052569	2.59471	4.641685	0.505174	5.787596	6.371627	2.14847	3.264346	2.952561	2.037395	3.308751	4.723336	1.706492	4.741865	2.158338	2.728173	28.130373	3.526497	0.497679	8.503943	4.889146	5.015321	6.902054	8.117592	8.273031	4.912457	0.410443	7.030063	1.838197	1.27099	3.493294	7.103831	1.321797	1.372071	1.986385	3.636865	13.489051	2.282913	5.341193	3.244873	6.330511	8.816893	2.325252	1.394135	3.839292	4.169276	1.846465	4.811725	1.555562	2.60655	1.769924	0.5986	0.671642	4.593032	3.297897	1.094455	3.343723	3.862222	1.79785	1.013262	0.956198	0.498618	2.15744	2.268239	4.611024	5.4319	4.54141	0.8213	2.187827	2.612216	1.929048	2.598665	2.677416	2.141508	3.263667	3.422926	2.696729	3.829114	3.10287	0.56044	2.546114	4.924864
hsa-miR-671-5p	4.742929	2.03313	3.877984	13.343925	2.191777	1.923626	2.800367	2.676327	2.407858	2.498268	1.325925	2.755174	4.763879	6.991402	2.404253	4.525696	3.480261	1.731582	2.806983	2.59471	4.061475	2.020695	4.873765	4.63391	7.519645	6.528693	4.428842	2.037395	4.254109	4.723336	5.119476	8.693419	6.16668	4.546955	5.114613	1.226608	3.981431	2.834648	11.000581	3.582372	2.760821	3.788209	9.414138	10.316158	5.335764	7.030062	2.941114	3.812971	2.699364	4.262298	1.321796	1.372071	2.814045	1.052777	2.777158	1.712185	0.890199	1.622436	2.979064	4.809214	1.328716	1.115308	1.706352	1.137075	1.107879	2.138544	1.037042	2.60655	1.769925	1.4965	0.671642	1.891248	1.758879	1.094455	3.343723	1.053333	1.79785	0.675508	1.434298	1.246546	0.53936	0	7.245895	2.715952	2.119325	0.41065	1.367392	0.949897	0.826735	0.944969	1.147464	0.535377	2.610934	1.222474	1.011273	1.641049	0.564158	2.521982	0.509223	1.231216
hsa-miR-675-3p	29.5521	48.117412	42.226928	68.741435	18.739693	7.05329	72.009419	86.980633	25.041723	105.76005	36.860728	21.039513	31.441598	34.374392	115.404146	151.045097	55.249147	30.879883	8.982345	53.912319	71.075803	135.386561	24.673434	21.045673	35.449755	56.219305	40.843763	48.67111	40.650368	64.35546	46.075282	15.806216	17.575039	10.912692	75.184817	23.918849	42.3027	77.952817	22.001165	50.153217	47.624175	224.045493	22.822153	156.216075	16.417739	11.423851	25.734764	13.345399	45.412842	32.20403	114.555664	333.413219	106.933743	38.761323	148.379549	179.208708	181.303809	131.741874	243.910885	321.415832	27.903018	15.893136	60.148913	236.13261	17.72607	274.802974	29.037149	32.226442	38.0534	35.317414	69.850788	55.656752	102.674508	60.19501	161.836213	86.724452	42.249482	22.629531	162.075715	90.997912	29.125429	34.930885	53.356134	232.213751	254.318956	51.331224	38.833931	24.459847	47.675056	36.853801	20.654353	43.900906	183.41809	27.627903	23.596386	53.060583	25.951276	37.269288	17.313566	142.821085
hsa-miR-675-5p	0	0.225903	0.646331	0.134787	0	0.128242	0	0	0	0.416378	0	0	0.476388	0	0	1.697136	0	0	0	0	0	0.505174	0	0.19308	0	0.362705	0	0.226377	0	0	0	0	0	0	0.511461	0	0	0	0	0	0	0	0	0.491246	0	0.878758	0	0	0.158786	0.473589	0	0.457357	0.165532	0.287121	0	0.570728	0	0.973462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351111	0	0	0	0.498618	0	0	0	0	0.302761	0	0	0	0	0	0	0	0	0	0	0	0	0.28022	0	0.615608
hsa-miR-676-3p	0.729682	1.129517	0.215444	0.134787	0.767123	0.384725	0	0.802898	0.240786	1.665512	0.265185	0.751411	0.476388	1.747851	2.404253	0	0	1.154388	0.561397	0.288301	0	1.010348	1.218441	0	1.074235	0.362705	0.492094	0.226377	0	0	1.706492	0	0.925002	0	1.022922	0.459978	0.497679	0	0	0.358237	0.690205	0.541173	1.996939	1.964984	0.820886	7.030063	1.102917	1.27099	0.476358	0.473589	0.881198	2.744142	1.820853	1.722726	1.586948	1.712184	1.483665	3.244874	2.979064	1.603072	2.325252	0.836481	0.853176	1.895125	0.738586	2.138544	2.074083	0.947836	2.212406	0.8979	0.671642	1.080713	4.177336	1.094455	0.668745	2.106666	0.599283	1.013262	0.478099	0.997238	1.61808	2.26824	1.317435	1.357976	1.211043	1.23195	3.28174	1.187371	0.551156	1.653696	1.529952	2.676885	0.652733	1.222473	1.348365	1.641049	2.256632	1.681321	0	0
hsa-miR-676-5p	0.729681	0.225903	0.215444	0	0	0.641209	0	0.535266	0	0	0	0	0	0	0.480851	0	0	0.577194	0.561397	0	0	1.010347	0.30461	0	1.074235	0	0.492094	0.452754	0.472679	0	0.853246	0.790311	0.308334	0	0	0	0	0.472441	0	0.358237	0.690205	0	0.570554	0	0	0.878758	0	0	0.158786	0	1.321796	0.457357	0	0.95707	0.396737	0	0	0.973462	0.744766	0	0.332179	0	0	0	0.369293	1.603908	0.518521	0.710877	0.442481	0.2993	0.671642	0.270178	0.43972	2.18891	0.668745	0.702222	0.299642	0.675508	0	0.997236	0	0.907296	0	0.678988	0.605522	0	0	0.712422	0.275578	0	0.764976	0.535377	0.652733	0.48899	0	0	0.282079	0	0	0
hsa-miR-7-1-3p	24.079488	73.870392	40.718825	64.697822	32.109534	12.182957	12.401623	14.452167	22.393078	32.893873	13.259254	50.344547	16.673574	43.113644	19.714875	18.102783	13.486012	27.993912	33.683795	12.973552	17.406319	17.681081	22.541162	94.608988	11.816585	26.840184	49.209355	16.299164	16.543754	28.930435	23.037641	41.096162	53.958453	17.278429	193.332385	27.138694	42.800379	128.976479	107.56125	41.91376	60.047871	15.152836	13.122739	15.719857	13.134191	77.330686	62.866352	8.261437	17.466478	34.098384	40.53508	8.232425	9.766394	10.910595	5.157579	28.536418	37.091615	22.389629	7.44766	8.015356	24.249052	21.469675	18.343285	25.773703	30.282035	18.177628	27.481589	8.767488	19.469181	15.264305	47.014954	6.75446	32.539244	5.472274	16.049873	10.533333	10.187817	12.834659	14.342983	13.213397	11.326555	16.331323	82.339713	10.863802	25.431896	19.300541	20.237401	22.085104	25.628787	31.420228	11.47464	8.566031	11.7492	11.735747	9.438554	4.37613	15.51435	7.005505	6.619893	9.84973
hsa-miR-7-2-3p	0	0.225903	0.861774	0.134787	0	0	0	0	0.240786	0	0	0.25047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226377	0.472679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881198	1.372071	0.331064	0.095707	0	0	0.296733	5.516284	0	1.603071	0.332179	0	0.426588	0.379025	0	1.603908	0	0.236959	0	0	0	0.540356	0.21986	0	0.668745	0.702222	0	0	0.478099	0.249309	0.53936	0	0	0.678988	0.302761	0.8213	0	0.237474	0.275578	0.708726	0.382488	0	0.652733	0.48899	0	0	0.282079	0	0	0
hsa-miR-708-3p	79.170442	43.825247	86.392847	123.86937	63.12318	30.64975	90.811876	196.710047	55.139945	93.685082	141.608841	36.067734	44.304069	60.009531	26.446782	63.925453	160.527049	98.122993	82.525298	67.750774	82.38991	71.229498	62.140501	45.952938	206.253122	91.764417	30.017706	99.60599	141.330931	81.477554	34.983085	34.773675	48.408441	95.486055	78.253585	97.82196	86.098437	50.078779	124.673267	41.91376	51.075201	124.469718	114.68132	172.918425	94.812443	40.422859	81.615965	78.801404	39.855324	60.61935	62.124417	209.926842	28.305991	56.084285	29.755257	16.551122	57.269454	89.234028	88.254778	108.207324	38.20056	16.729617	63.135029	68.22451	36.560021	122.966311	15.037096	70.376863	57.522581	65.546724	18.134338	61.06032	29.241348	33.928097	72.224424	108.14223	63.224403	47.623342	91.795096	47.867397	44.227502	138.362595	63.895618	67.219771	76.598447	39.011732	49.773067	21.610156	46.297163	45.358523	45.898561	79.235782	34.594871	51.83288	66.744063	82.052449	48.799682	34.747304	16.295122	20.315069
hsa-miR-708-5p	30.646621	31.626467	43.735034	60.249845	9.315053	7.438014	34.004448	65.302382	26.727223	45.801596	54.097758	32.561151	45.733234	25.052523	13.463817	49.782654	82.221172	34.343048	43.227537	35.461044	49.608009	50.0122	24.368823	50.393768	141.799022	61.659883	13.778619	39.842396	41.595725	27.159184	16.211674	7.112797	28.983398	85.482754	52.680517	39.098118	49.270204	47.244131	165.61988	15.045965	43.482942	49.246715	39.082938	47.650815	27.910157	67.66435	56.98412	22.877827	13.338038	16.102015	76.664174	38.875341	4.965963	11.197716	4.364105	15.409666	74.479961	40.236433	28.30111	9.618429	27.903019	8.364808	18.769874	54.200582	25.111933	76.452967	16.592658	18.008894	18.584219	38.011115	14.104485	20.533559	17.149062	9.850092	24.743553	33.355558	16.779936	10.808134	25.81737	26.676101	9.169117	39.921011	39.523063	33.94938	57.827287	27.102887	27.621318	7.124227	25.628786	31.892712	8.032248	18.738192	18.276536	13.936199	28.315662	16.957507	13.257717	19.615414	5.601449	14.158987
hsa-miR-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-744-3p	19.7014	47.665603	22.837015	23.183386	9.205463	9.746365	27.603609	21.142983	9.390647	57.043805	10.342218	29.805975	29.059659	23.304673	11.540416	15.839935	23.491764	20.201792	17.964692	8.649034	17.406319	15.660386	16.448957	19.887195	8.59388	37.358635	45.7647	19.015689	64.756982	24.207099	46.928528	35.563987	8.633352	3.637564	58.306592	11.346121	20.404833	28.81892	34.835176	18.628339	35.200477	17.317527	25.104369	25.544768	8.208868	120.389818	16.543776	6.990447	5.716301	24.626611	16.742751	15.09278	13.408101	8.039386	7.934735	18.834035	25.815763	22.065139	17.129619	17.633787	11.958438	9.20129	12.797641	20.467352	8.124448	26.731807	16.074138	12.084915	13.274441	8.979003	9.40299	15.400167	9.893691	17.511275	18.056107	15.448889	12.584952	9.119363	11.474387	13.462704	6.472319	13.609436	46.768958	25.122541	18.771162	22.175089	19.690444	14.485928	13.503338	15.119507	5.354832	5.353769	34.59487	15.403167	8.090188	15.316456	9.590688	10.368147	9.675229	19.083851
hsa-miR-744-5p	22.984967	74.999911	71.958134	17.117964	21.698593	53.861485	20.802721	20.60772	9.390647	32.477496	11.402959	33.312561	15.244411	17.478505	30.774439	17.537072	30.887318	13.852658	13.473518	11.820348	20.887582	10.608648	21.931943	32.437367	13.965055	29.741825	31.98608	18.789312	106.825387	21.255013	57.16748	33.193054	17.883373	5.456346	29.153296	17.785811	24.883942	40.157511	33.001747	30.808405	24.157189	12.446971	22.536877	22.106048	20.522173	49.210437	12.499742	10.167923	6.192661	22.258667	32.604304	26.984061	15.063422	17.99291	104.738505	26.253504	27.596161	20.118216	26.439195	47.29061	24.581232	19.239059	27.301635	15.540027	25.850518	30.474259	20.740822	18.956729	18.141737	16.461507	28.208971	32.421408	18.028501	15.322366	24.743554	16.151112	19.776354	15.198938	14.821084	13.961323	11.865915	23.136041	36.229474	23.764566	22.40429	16.015343	24.339576	23.747423	25.904365	17.245689	12.622104	12.849046	18.276535	22.982502	13.82074	15.863475	11.565242	11.208808	13.749009	35.089664
hsa-miR-758-3p	10.945221	7.680713	17.450925	15.50052	14.684906	7.438014	14.401884	19.804821	13.484004	14.573235	12.994069	4.257997	5.716654	2.330467	12.982966	14.1428	2.175163	12.69827	3.929776	19.892781	14.505266	15.155212	6.396816	8.88166	9.668115	11.243861	0.984187	17.431048	9.453574	14.17001	2.559738	12.644973	1.850004	3.637564	7.160459	16.559204	10.948935	25.039389	10.389438	10.38888	17.255134	21.105735	5.705538	24.562276	18.059513	1.757516	17.279056	7.625942	36.997174	4.735886	13.217962	8.689782	16.222147	22.682552	12.695576	17.121852	55.192322	4.218336	16.757237	40.076788	9.965364	9.201289	22.609166	13.265877	15.141018	13.900539	13.481534	18.008893	15.929331	40.106215	8.059706	64.57264	13.851165	14.227911	13.374894	21.768891	18.577787	7.092838	6.215293	14.709251	11.326556	9.072957	7.904613	19.690639	36.936802	15.604692	15.314789	18.048042	10.471978	12.757084	13.769568	13.384423	25.456603	11.246757	15.506196	8.205245	12.975638	13.17035	22.915015	35.705271
hsa-miR-760	6.567133	2.03313	2.585324	10.243822	1.205478	1.923625	4.000523	0.535265	0.963144	0.416378	2.12148	0.751411	2.38194	4.078318	0	7.919968	3.915294	2.597373	0	0	2.320842	0.505174	2.436882	8.881661	1.074235	2.176231	7.873497	2.037396	1.890716	1.180834	0.853246	0	4.316676	9.09391	0	2.453216	4.47911	1.889765	1.222287	4.657085	2.070615	1.082346	0.855831	1.964983	1.641773	9.666337	2.205836	0.635495	0.317572	8.051008	1.762396	1.372071	0.331064	0.478535	2.380421	0	0	0.648974	0.744766	0.801536	0.332179	0	2.559528	1.5161	0.369293	1.069272	0	0	0	0.5986	0	0.270178	0.43972	1.094455	1.33749	0.702222	0.599283	0	0	0.249309	0.53936	0	1.317436	0.678988	0.605522	0.41065	0	0.474948	0.275578	0.472484	0	0.535377	0	0.244495	0.337091	1.094032	0.282079	0.56044	0	0.615608
hsa-miR-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-765	0.364841	0	0	0	0.219178	0.256484	0	0	0	0.416378	0	0.25047	1.905552	0.582617	0	0	0	0	0	0	0	0	0.30461	0	0	0	0	0	0.472679	0	1.706492	0	0.616668	0.909391	0	0	0	0.472441	0	0.716475	0	0.541173	0	0	0	0	0	0	0.158786	0	0	0	0.165532	0.191414	0	0	0.593466	0.973462	0	0	0	0	0	0.379025	0.369293	0	0	0	0	0	0	0	0	0	0.668745	0	0	0	0.478099	0	0	0.453648	0	0	0	0	0	0	0.275578	0	0.382488	0	0	0	0.337091	0	0.282079	0	0	0
hsa-miR-766-3p	8.026496	12.650586	19.174474	5.256698	7.452042	5.257907	6.000784	9.634777	5.297287	32.893875	6.894812	11.271167	10.004145	11.652336	4.808506	6.788544	6.525491	8.080717	13.473519	3.171312	6.092212	11.618996	22.236552	9.07474	5.371175	12.331977	3.936749	4.753922	7.090181	4.723336	5.119476	3.951554	9.866689	6.365737	19.43553	4.293127	9.953576	12.755916	36.057464	11.821829	22.776779	14.070489	18.828278	13.26363	5.746208	37.786585	13.235021	4.448466	1.905434	10.892539	8.811975	3.658856	5.131495	3.732572	19.440102	9.131654	12.166049	8.112183	7.075277	14.427643	12.290616	4.461231	15.783757	7.201476	3.692931	15.504448	7.259287	2.84351	2.654888	3.292301	7.388064	7.564995	9.89369	4.377819	6.687447	3.862222	2.996416	2.702033	4.302895	4.238258	2.15744	5.443774	15.150507	6.789877	6.357974	4.106498	3.008263	3.087164	8.267349	2.598666	3.059904	1.606131	7.180067	5.378884	6.067641	2.735081	4.231186	4.483523	3.055336	3.693649
hsa-miR-767-3p	0	0	0	0	0	0	0	0	0	4.996537	0	0	1.429164	46.026728	0	0.565712	0	0	0.561397	0	0	0	0	0	0	0	0	0	0	0.590417	0	0	0	10.003301	0	0	0	0	0	0	9.662875	0	0	0.982491	0	0	0	0	0.158786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-767-5p	0	0	0	0	0.109589	0	0	0	0	109.091075	0	0	7.622206	172.454576	0	0	0.435033	0	0.561397	0.576602	0	0	0.30461	0.19308	0	1.088115	8.365591	0.226377	0.472679	2.361668	0	0	0.308334	202.794194	0	0.459978	0	0	0	2.149423	54.526228	0	2.567493	1.964982	0	0	0.367639	0	0.317572	0	0	0	0.331064	0	0.793474	0	0	0	0.744766	2.404607	0	0	3.839292	0	0	0	0	0.236959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.293589	0	0.302761	0	0	0.474948	0.551156	0.236242	0	0	0	0	0	0	0	0	0	0
hsa-miR-769-3p	2.553885	1.807226	3.01621	2.965316	1.863011	1.923625	2.800366	1.605797	0.481572	7.911184	0.265185	2.003762	4.287491	14.565421	2.404254	1.131424	6.090459	1.731582	0	2.018107	1.450526	0	2.436882	4.24775	3.222705	0.72541	2.952562	1.584641	1.418036	0.590417	2.559738	0.790311	2.775006	7.275128	1.022922	1.53326	4.47911	2.362206	6.111434	3.94061	2.760821	1.082346	3.993878	11.789893	1.231329	14.938883	0.735278	3.812971	0.476358	3.31512	0.440599	1.372071	1.158724	0.95707	3.570631	1.712185	1.186932	0.648974	1.117149	0.801536	1.660895	0.836481	2.13294	2.27415	0.369293	2.67318	1.555563	0.710877	1.769925	0.5986	1.343284	0.810534	1.31916	0	1.33749	0	1.498208	0	0.956198	1.745165	1.07872	1.360944	1.976153	0	1.816565	0.41065	3.281741	0.712422	1.102313	0.944969	1.147464	0	0	0.244495	2.022547	1.641049	0.282079	1.120881	1.527668	0.615608
hsa-miR-769-5p	40.497322	26.204787	31.454756	18.870197	25.862969	42.704462	32.004186	19.804822	13.243219	43.719705	14.585179	16.280575	26.677719	54.183365	15.387219	20.365632	46.548497	10.389493	9.543742	15.279962	18.276635	9.093127	17.667398	27.610379	20.410465	14.508208	27.065147	16.525539	19.379826	18.302928	44.368791	23.709323	19.116709	48.197723	25.573067	21.772287	17.418759	34.015774	31.779459	24.718372	28.298421	21.105735	21.966323	51.089536	13.955077	198.599261	9.558626	13.980894	6.669019	26.994554	9.693173	13.720709	8.60767	15.313115	15.869471	13.697481	17.803975	12.979494	17.874386	25.649144	15.280224	16.729617	23.035755	9.854651	8.863035	24.593262	9.33337	10.189243	10.177071	13.767805	16.119413	17.291418	14.290885	13.133456	10.03117	12.64	13.184236	7.092839	8.12769	11.966848	8.090397	16.784971	17.126661	21.727602	13.926992	11.498194	22.972185	11.636236	16.5347	8.977208	9.944688	17.667438	18.276536	18.337103	17.528743	17.504522	11.283164	14.571451	12.221341	25.239933
