miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43
hsa-miR-559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-561-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217169	0	0.190145	0	0	0	0	0	0	0	0	0	0.132494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273048	0	0	0	0.133338	0	0	0	0	0	0.145381	0	0	0	0	0	0	0	0	0	0	0.085911	0.163301	0.386596	0	0	0	0.250907	0	0	0	0	0	0	0	0.187321	0	0	0	0	0
hsa-miR-564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12303	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-570-3p	1.225262	0.249827	0.205088	1.022787	0.729374	0.416954	0	0.903242	0.364107	0.206106	0.574934	0.169549	1.761313	0.890363	0.561324	0.189776	0.325753	0.141196	0.190145	0	0.195474	0	0.214644	0	0.114686	1.226829	0.266388	0.139384	0	0	0.604568	0.497912	0.557127	0.829188	0	0.558786	0	0.6446	0.943181	1.248486	0.245518	1.011661	0	0.145166	0.264484	0.136524	0.302259	0.375069	0.296937	0.666691	0	0.833394	0.257102	0.159812	0	0	0	0.154276	0.601219	0.159233	0.174494	0.634164	0	0.124244	0.170481	0.819279	0.171822	0	0.579893	0	0.35874	0.281532	1.003626	0.861212	0.315316	0.494173	0.691531	0.126804	0	0	0.561964	0.71328	1.638826	0.610704	0.457588	0.767923
hsa-miR-571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175261	0.266388	0	0	0	0	0	0	0	0	0	0	0.3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17832	0	0	0	0
hsa-miR-573	0	0	0	0.681859	0	0.208477	0	0	0	0	0	0	0.440328	0	0.280662	0	0	0	0	0.281778	0	0	0	0.405692	0.114686	0	0	0	0.132494	0.391634	2.619795	0.497912	0	0	0	0.279393	0	0	0.13474	0.554883	0.122759	0.758746	2.413465	0	0	0.136524	0	0	0	0	0.270667	0	0	0.159812	0	0	0	0	0	0	0	0	0.393012	0	0	0	0	0	0.193298	0	0	0.46922	0.250907	0.369091	0	2.306142	0	0	0	0	0.187321	0	0	0.203568	0	0.191981
hsa-miR-574-3p	26.955763	44.968802	52.2975	38.525017	75.125507	52.119241	57.057634	39.441557	90.298419	27.824244	195.765036	31.027457	69.571863	67.370807	56.693703	45.16675	85.673054	56.478523	52.860403	28.036955	93.045487	77.89768	51.299906	50.305831	26.148468	85.527517	85.244157	32.894677	61.609602	100.845793	65.69639	57.425806	38.163228	52.653401	25.930303	65.377939	47.808514	29.329321	64.944812	28.853903	67.76301	57.158883	46.338531	239.669566	81.461202	30.854422	52.441872	41.632712	60.377233	27.334343	21.518053	73.894246	38.950887	32.601696	29.365625	62.949861	45.729515	33.940629	65.132075	42.355887	36.643778	103.844251	19.25757	98.028824	56.94059	52.024212	66.323184	32.496978	59.922327	56.408827	26.5468	31.531553	42.654121	32.356944	123.603898	24.543947	53.386192	43.24027	25.209998	20.325001	101.153544	36.377273	162.516844	41.731528	66.579129	50.682925
hsa-miR-574-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139384	0.397482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-575	0	0	0	0	0	0.208477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-576-5p	1.225262	3.37266	4.71703	11.250669	3.64687	9.172987	5.010727	8.430257	10.55909	7.213695	16.385619	7.121056	8.366237	7.122905	12.349123	3.605749	3.148947	3.247515	6.084651	4.790233	13.585423	6.301836	6.439319	7.099613	5.849	9.113589	8.524416	5.017832	17.489178	16.252817	15.920292	12.779732	26.18499	7.048092	9.4292	6.70543	7.374717	17.404213	11.991885	11.791259	12.398667	12.392856	29.444275	3.48399	4.892961	7.099248	6.649691	5.876088	4.355079	4.666839	4.06001	11.389715	5.270582	6.552301	3.585339	6.396753	2.833942	3.548339	4.40894	5.41391	2.791907	5.390389	4.519633	4.597043	1.704808	6.963869	6.701047	3.755933	6.18553	7.184143	5.919219	9.102859	16.058022	10.088477	23.018073	8.565672	3.595962	4.311347	3.601429	5.199418	6.930892	9.629278	6.282164	5.699916	14.185244	13.822616
hsa-miR-577	1.837893	0.499653	0.205088	0.681859	0.729374	12.508619	0.161636	0	3.276959	0	0	1.525941	3.082298	1.187151	0.280662	0.379553	3.366115	0	0.570436	0	0.195474	1.050306	4.29288	3.245538	5.50494	1.577351	3.196656	0.557537	18.416633	6.657781	0	7.136734	0	0	0.23573	2.235143	1.525805	0	0	9.849168	0.491036	2.782069	0	16.694125	0.793453	0.546096	0.302258	0.250046	2.276518	0.666691	0.270668	0.555596	1.156957	0.159812	0	0	1.159341	0.462827	1.002032	0.318465	1.046965	0.475623	0.589518	1.490932	0.170481	0.409639	0	1.143109	2.899468	0	0.17937	2.346098	3.010879	0.24606	5.045057	0.164724	1.106449	0.253608	0	1.418023	1.123928	0	11.744914	0.203568	2.516737	0
hsa-miR-578	0	0.124913	0.205088	0.340929	0	0	0	0	0	0	0	0.169549	0	0	0	0	0	0.141196	0	0	0	0	0	0	0	0	0	0	0.132494	0	0	0	0	0	0	0	0	0	0.13474	0.138721	0	0	0	0	0.132242	0	0	0	0.098979	0	0	0	0	0.159812	0	0.145381	0.515263	0.154276	0.200406	0	0.174494	0	0	0.124244	0.170481	0.409639	0	0	0	0	0	0.187688	0.250907	0	0	0	0	0	0	0	0	0.17832	0	0	0.228794	0.191981
hsa-miR-579-3p	0	0	0	0	0	0	0.161636	0	0	0.206106	0	0	0	0	0	0.189776	0.217169	0	0	0	0	0.175051	0.429288	0	0	0	0	0	0.132494	1.566537	0.201523	0	0	0	0	0	0	0	0.404221	0	0	0.758746	0	0	0.132242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159233	0	0.158541	0	0	0	0	0	0	0	0.266079	0	0.093844	0	0.24606	0.315316	0.164724	0.138306	0	0	0	0.187321	0	1.09255	0	0	0
hsa-miR-580-3p	0.612631	0.124913	0.205088	1.193253	0	0.416954	0.161636	0.301081	1.456426	0.824423	0	0.678196	0.440328	0.296788	0.280662	0.759105	0.434338	0.564785	0.190145	0.140889	0.390948	0.525153	0	0.202846	0.229372	0.350522	0	0.418153	0.397482	0.979085	0.403045	0.497912	0.557127	0.414594	0	0.279393	0.254301	0.9669	0.808441	0.416162	0.859313	0	0.482693	0.145166	0.396726	0.136524	0.755646	0.375069	0.197958	0.666692	0	0	0.642754	0.319624	0.682921	0.290762	0	0.617103	0.400812	0.636931	0.348988	0.158541	0.393012	0.496977	0.511443	0.819279	0.429555	0.489904	0.773192	0	0.717481	0.750751	1.003626	1.107272	0.630632	0.823622	0.138306	0	0	2.836047	0.187321	0.8916	0.546275	1.017842	1.143971	0.383962
hsa-miR-581	0	0	1.02544	0	0	0	0.161636	0	0.364107	0	0.287467	0.169549	0	0.296788	0.280662	0	0.217168	0.141196	0.950726	0.281778	0.293211	0.350102	0	0.202846	0.458746	0.701045	0	0.69692	0.132494	0.391634	0	0.497912	0	0	0	0	0.254301	0.6446	0.13474	0.832324	0.613795	0.252915	1.448079	0.580665	0.264484	0.136524	0.151129	0	0.296937	0.266677	0.406001	0	0.128551	0.159812	0.17073	0.145381	0.257632	0	0	0.318465	0.348988	0	0.196506	0.621221	0	0	0.171822	0	0.579894	0	0.35874	0.187688	0.501814	0	0	0.164724	0.276612	0.126804	0	0	0.187321	0.53496	1.092551	0.610705	0.686383	0.191981
hsa-miR-582-3p	42.884169	105.676685	160.994264	1144.329373	76.584255	631.685208	160.181626	279.101699	180.232732	250.212085	451.610675	1197.693729	236.015945	246.927356	123.771895	81.224241	92.188114	45.041622	640.789785	96.368225	543.221438	299.337154	194.038137	150.917492	185.447688	162.291967	226.429792	261.62419	267.107431	141.379926	160.815088	64.396568	109.196977	497.927031	158.410574	519.112013	262.692526	966.900727	234.178596	147.182652	139.086035	845.24333	149.152148	434.337579	727.596649	351.958846	376.311993	195.661246	262.096576	267.343209	238.728601	417.530274	166.21616	225.015632	177.730338	369.993994	89.397984	258.257332	656.330907	178.022106	307.458754	900.987597	461.985166	297.689562	400.11845	530.892752	148.024412	248.544739	209.921433	517.258307	194.258001	229.63604	247.895711	246.921631	319.415177	226.825607	296.666791	135.680613	485.742622	284.550019	668.362674	174.396927	736.378836	171.608184	351.885573	498.574064
hsa-miR-582-5p	1.837893	2.24844	5.127204	45.002677	3.64687	20.01379	7.596909	13.548627	7.282132	8.656435	10.636279	37.978964	7.925907	12.761871	7.016549	8.16038	3.909037	1.553158	12.929882	5.917346	10.848791	15.054384	10.946843	5.476843	8.028038	7.010453	6.926088	14.914111	12.321922	8.811767	12.091361	6.140912	8.078348	13.266999	8.01482	24.865968	11.443528	45.766633	18.055195	14.149512	7.365544	33.63775	9.65386	32.517252	41.259568	13.6524	9.521148	6.876272	7.621388	9.600355	8.390687	14.445492	8.612903	11.666291	5.975564	14.101931	2.705128	8.639434	27.05486	8.757798	10.818639	27.427567	11.397337	16.897237	13.979425	11.879543	8.247443	8.165068	7.345319	8.780619	11.659068	11.730488	15.556209	13.779383	18.288331	10.377639	16.73505	6.086607	19.807857	9.92616	24.913743	9.094319	50.257311	10.381988	15.329216	19.006098
hsa-miR-584-5p	104.147267	59.333836	51.477147	66.651688	173.590979	46.281887	44.126725	211.960728	468.6051	465.180127	384.055929	86.809058	59.003987	180.743703	691.5509	71.166097	37.027264	123.123183	92.220487	157.936816	25.900267	131.113174	21.893684	546.670219	22.593194	504.402039	1460.07257	101.889867	114.077133	560.624278	346.417461	44.314133	417.009881	918.739634	202.96355	54.76101	170.127105	317.465739	124.904233	202.948369	184.506895	92.314128	703.766453	39.630401	41.788539	89.96931	138.132191	47.88387	129.959518	142.671936	49.126126	104.17422	94.227723	110.270445	73.926259	108.744797	109.235573	75.286487	63.528823	106.048946	113.42122	55.330754	176.069208	120.51706	96.492138	137.638862	119.931562	111.861462	126.99667	131.709291	117.308155	88.494804	138.500436	61.761165	95.856084	81.044445	31.810425	64.797003	87.784812	56.24826	51.51338	81.848865	26.494343	78.780982	207.058807	52.794713
hsa-miR-585-3p	1.225262	0	0.205088	0	0	0.416954	0.161636	0	0	0.206106	0.287467	0	0	0	0	1.138657	0.108584	0.282393	0.950726	0.563556	0.097737	0.700204	0	0.608538	0.344058	0	0	0.557536	1.324938	0.195817	0.201523	0.165971	0	0	0	0	1.271504	1.289201	0.26948	1.109766	0.859313	0	0	0	0.264484	0.136524	0.755646	0.500092	0.593874	0.400015	0.812002	0	0	0.319624	1.707304	0.145381	0.128816	0.154276	0.601219	0.159233	0.174494	0.792705	0.589518	0	0.511443	0	1.546396	0.163301	0	0	1.255592	1.313816	0	0.73818	0	0.164724	0.138306	1.648456	0	0	0.187321	0.8916	1.365689	0.610704	0.228794	0
hsa-miR-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-588	0	0.124913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175261	0	0	0	0	0	0	0	0	0.23573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-589-3p	0	0.249826	0.820352	1.022788	1.458748	0.833908	0	1.505403	2.912854	1.030528	0.862401	0.678196	2.641969	0.593576	3.367943	1.518209	1.520179	0.423589	0.950725	1.549781	0.977369	0.875255	0.858576	0.811384	1.146862	0.525784	2.131104	0.557537	1.324938	4.112158	5.844158	3.485381	2.22851	2.072969	0.70719	2.514537	0.254301	1.6115	1.077923	3.745458	0.859313	1.770407	2.896158	0.580664	0.528968	0.955668	0.302258	0.375069	0.098979	0.533352	0.135334	0.555596	0.514204	0.159812	0.853652	1.599189	0.257631	0.154276	0.200406	0	0.348988	0.317082	0.786024	0.248488	0	0.819278	0.257733	0.326602	0.579894	0.266079	0.358741	1.032283	3.261786	0.861211	1.891896	1.153071	0.69153	0.126804	0.900358	0	1.49857	1.06992	1.638825	1.424979	1.601559	0.959905
hsa-miR-589-5p	16.541037	35.475388	40.81256	81.31165	85.336741	65.461766	44.773269	47.570732	101.585721	44.931	85.665169	37.470316	107.880422	76.274436	113.387404	79.516252	83.392783	51.960242	83.854094	40.153428	56.394167	74.39666	47.436313	46.857447	36.011487	64.671423	153.972259	65.649969	28.48616	61.878196	87.66236	76.014504	53.484234	56.799336	79.441018	122.932876	68.661162	100.235376	36.245134	59.927339	34.127024	58.423462	58.888551	33.823749	46.02029	37.134526	34.608613	39.382295	29.000867	40.134816	30.99141	45.28106	36.12277	30.364324	25.268098	42.741939	28.339417	36.717591	37.6764	30.731901	35.945801	36.305853	33.799	55.537244	30.857026	63.494118	34.278434	30.537362	27.254994	44.169177	46.456899	24.587103	32.366951	28.543009	43.513618	40.851671	28.629384	23.966015	60.323922	35.923258	48.890879	36.198953	35.507881	48.449286	37.06467	49.531039
hsa-miR-590-3p	3.675786	3.622486	2.050882	8.864163	2.917496	9.798418	3.717636	5.41945	1.820533	5.977061	3.737071	4.408273	9.246894	4.451816	4.771252	2.467091	2.931777	1.694357	6.46494	3.804009	6.059685	9.627803	9.444334	1.825615	2.064352	5.257839	5.860536	6.690443	2.384887	1.762353	2.216751	7.302704	3.0642	2.902155	4.47887	6.426038	7.629019	13.85891	6.198054	4.716504	4.664844	6.06997	4.344237	3.483992	6.876594	3.959196	3.475975	3.500648	3.167329	5.200192	7.308018	4.444768	4.370728	4.634553	3.414607	4.797565	1.674603	7.250954	4.208533	6.687772	3.315389	6.500175	2.751082	6.584953	2.386731	4.915673	4.209633	4.57244	5.605637	5.055507	4.304886	3.659913	4.767226	4.552117	2.837844	4.282835	5.532248	4.057739	9.003572	13.707558	2.997141	3.20976	5.189614	4.885642	2.287942	4.223577
hsa-miR-590-5p	6.12631	5.870927	6.562824	26.422025	11.669982	9.381464	5.818908	18.968077	9.102664	7.832009	15.235752	12.716171	44.032825	9.793995	5.613238	5.883064	9.98976	5.365459	11.218575	7.889797	8.503107	16.804893	9.873622	7.505305	6.881174	7.711498	6.393312	16.029186	8.744589	12.72811	15.718768	19.584524	9.192603	8.706468	6.128981	16.484182	15.003737	20.304915	17.920456	9.571728	15.344885	17.956994	13.998098	6.242151	6.083141	5.870532	4.080491	3.125579	6.136702	9.20034	3.518675	12.500907	6.298989	8.629861	9.219441	9.013606	3.864468	4.165441	4.809754	10.031657	5.583814	6.183093	3.144093	6.21222	4.602982	6.554232	6.529225	5.388946	5.605637	7.184143	6.995441	15.953465	17.061649	15.132715	11.666694	20.26111	7.60684	3.80413	6.752678	3.781396	14.049102	13.017358	9.286677	12.82481	11.439713	9.407058
hsa-miR-592	1.837893	0.249826	1.23053	2.386506	2.188122	0.625431	0.161636	0.602162	0	0	2.012269	1.017294	2.201642	0	0.841986	1.51821	1.737349	1.411963	0.760581	0.281778	1.954737	1.75051	3.21966	2.231306	1.146862	1.051567	0.532776	1.951379	0.529976	0.195817	0.403046	2.489558	2.22851	0.829187	1.17865	1.117572	0.762902	0	0.538961	3.329297	2.7007	1.770408	6.275009	0.145166	1.190179	0.273048	0.151129	0.125023	0.593874	0.133338	0.135334	1.111192	0.642754	0	0.17073	1.453808	0.128816	0.462828	1.202439	1.114628	0.348988	0.158541	0.982529	0.124244	0.511443	0.819279	0.257733	0.163301	0.193298	0.266079	0.717481	0.281532	0.250907	0.861211	1.891896	0.823622	0.276612	0	0.450179	0	2.060535	0.8916	1.365688	2.442821	1.143972	0.191981
hsa-miR-597-5p	0	0.124913	0	0	0	0	0	0	0	0	0	0	0.880657	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0	0.278768	0	0	0	0	0	0	0	0	0	0	0	0.138721	0	0	0	0	0.132242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124244	0	0	0	0	0	0	0	0	0.250907	0	0	0	0	0	0	0	0.187321	0	0	0	0	0
hsa-miR-598-3p	23.892609	23.733534	22.764795	30.513177	10.940608	39.402147	16.648545	18.064835	5.461599	12.984648	26.159498	71.210557	98.1932	33.537009	22.733614	12.525234	44.953923	12.566472	11.218576	5.776457	13.389949	21.356218	45.719163	16.227687	2.867156	52.227869	30.101843	30.246376	20.40404	40.534135	13.905064	33.692018	24.235043	31.50912	9.429201	5.587858	11.697828	13.214308	10.644481	45.084225	14.853849	25.797372	16.411563	32.517251	28.69656	21.297743	28.714569	16.628081	22.072332	27.60102	9.879358	30.279973	14.911891	28.446578	16.560848	33.00143	10.047612	16.816039	24.850392	18.630221	24.778174	39.159589	12.772879	34.167207	14.83183	27.855483	18.728567	20.412674	38.272969	26.075779	21.703804	12.105864	30.861511	17.83938	21.126176	10.871815	25.448339	32.842318	29.711784	17.488954	17.795531	15.692158	31.410819	24.428212	21.964249	14.78252
hsa-miR-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-603	0	0	0	0	0	0.208477	0	0.301081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228794	0
hsa-miR-604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128816	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-605-5p	0	0	0.205088	0.170465	0	0.208477	0	0	0.364107	0.206106	0	0	1.761313	0.296788	0	0.379553	0.542921	0	0.38029	0	0.097737	0.350102	0	0	0.114686	0.350522	0	0	0.264988	0.195817	0	0.497912	0.278564	0	0	0.279393	0.254301	0	0	0.277441	0.122759	0	0	0.435499	0.396727	0.273048	0	0.375069	1.286728	0.133338	0	0.277798	0.771305	0.319624	0	0.436143	1.932233	1.234204	0.400812	0.318466	0.174494	0	0.196506	0.745466	0.340962	0	0.515465	0.326602	0.386596	0	0	0.563064	0.75272	0	0.315316	0	0.138306	0	0	0.472674	0.187321	0.8916	0.273138	0	0.228794	0.191981
hsa-miR-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-607	0	0	0	0.170465	0.729374	0	0.161636	0	0	0	0	0	0	0	0	0	0	0.282392	0	0	0	0.350102	0.214644	0.202846	0	0.175261	0	0	0.397482	0	0.403046	0	0.278564	0	0	0.558786	0	0.6446	0.26948	0	0.122759	0	0	0	0.264484	0.273048	0.151129	0.125023	0.098979	0.133338	0.270667	0.277798	0.771305	0.319624	0	0.145381	0.386447	0	0	0	0.174494	0.158541	0.196506	0	0	0.819278	0.257733	0.326602	0	0.266079	0.17937	0.46922	0.250907	0	0	0.494173	0	0	0	0	0.187321	0.35664	0	0.407137	0.457588	0.383962
hsa-miR-609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190145	0	0.097737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-612	0	0.124913	0	0	0	0.208477	0	0	0.364107	0	0	0	0.880656	0.593576	0.561324	0.379552	0	0	0	0	0	0	0	0	0.114686	0	0	0.139384	0	0	0	0.165971	0	0	0	0	0.254301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319624	0	0	0	0	0	0	0	0	0	0	0	0	0.171822	0	0.193298	0.532159	0	0.187688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-615-3p	0	0.874392	0.615264	6.136728	0.729374	2.918678	0.646545	1.204322	5.825705	1.44274	0.862401	2.882332	2.201641	1.187151	3.367943	1.138657	0.434337	0.282393	5.514215	1.549781	1.857	6.651937	2.361084	1.622768	0.458745	7.711497	0.532776	3.066453	0.397482	1.762353	3.425885	0.663883	0.835692	0.414594	2.12157	2.79393	4.577411	8.057506	1.751623	0.138721	2.700699	3.540816	1.448079	0	0	0.136524	0	1.000185	0.098979	0	0.270667	0	0	0	0	0	0	0	0	0	0	0.317082	0	0.124244	0	0	0	0	0	0	0	0.093844	0	0	0	0.658897	0	0.253608	0	0	0	0	0.273138	0	0	0.191981
hsa-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141196	0	0.281778	0	0	0.214644	0	0	0	0	0	0	0	0	0	0	0	0.23573	0	0.254301	0	0	0	0	0	0	0	0	0	0	0.250046	0	0	0.135334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
